"","subject","Gender","Age","Income","numeric_income","Education","Country","FinancialLiteracy","condition","response"
"777","R_3n0gJCjSsTrtLgm","Female",40,"R$ 2201 - R$ 3300",1.25,18,"Brazil",2,"free",0
"778","R_2qDvJrXGtwGUqQ7","Female",59,"less than R$ 1100",0,20,"Brazil",2,"free",1
"779","R_x9MkC0rMUSZrk41","Male",37,"Prefer not to answer",NA,13,"Brazil",3,"free",1
"780","R_scWeBJdquDDl5sZ","Female",72,"R$ 5501 - R$ 7700",3.125,22,"Brazil",3,"free",1
"781","R_3scQw26OrR7jB3v","Female",32,"R$ 4401 - R$ 5500",2.5,20,"Brazil",3,"free",1
"782","R_3hrM2CvmFEDm9C0","Female",51,"more than R$ 9900",5,17,"Brazil",4,"purchased",1
"783","R_sb9OUHlXE0sBTY5","Female",36,"more than R$ 9900",5,18,"Brazil",2,"purchased",0
"784","R_1Q0lPDI7BT3HXeU","Male",45,"more than R$ 9900",5,22,"Brazil",4,"purchased",0
"785","R_2txLI2j1mdz6av4","Male",38,"more than R$ 9900",5,25,"Brazil",4,"purchased",1
"786","R_vJQB5LgoARS3nmF","Female",41,"more than R$ 9900",5,20,"Brazil",4,"purchased",0
"787","R_3EFoyiQvYHHkAJ5","Female",39,"more than R$ 9900",5,30,"Brazil",4,"purchased",1
"788","R_r8Ts1yisPM8OHWp","Female",26,"R$ 1101 - R$ 2200",0.625,9,"Brazil",1,"purchased",0
"789","R_22VUjJfry4ZqvtR","Female",24,"R$ 1101 - R$ 2200",0.625,18,"Brazil",2,"purchased",0
"790","R_2SrhzuCPudu6Tow","Male",52,"R$ 5501 - R$ 7700",3.125,40,"Brazil",3,"purchased",0
"791","R_1CeeoJ43HlOofaZ","Female",37,"more than R$ 9900",5,19,"Brazil",4,"purchased",0
"792","R_2zUzAg97Hv8wIE0","Male",32,"R$ 5501 - R$ 7700",3.125,16,"Brazil",4,"purchased",0
"793","R_1DqyVFxWC8tbLan","Female",33,"more than R$ 9900",5,27,"Brazil",2,"purchased",0
"794","R_Zad2gePQRmMdE7n","Female",42,"more than R$ 9900",5,28,"Brazil",3,"purchased",1
"795","R_2WGqOocm0pAaoFh","Male",46,"more than R$ 9900",5,20,"Brazil",3,"purchased",0
"796","R_1f2DfkRYqxpTePH","Female",42,"more than R$ 9900",5,18,"Brazil",3,"purchased",0
"797","R_2wSJZyxxij5XzL0","Female",47,"more than R$ 9900",5,20,"Brazil",4,"purchased",0
"798","R_3R1l92VZ7AsuEFp","Female",51,"more than R$ 9900",5,18,"Brazil",4,"purchased",1
"799","R_2dFUxB07IwQAEFi","Female",57,"R$ 5501 - R$ 7700",3.125,29,"Brazil",2,"purchased",0
"800","R_3L0z1jDtR8KEcEx","Male",35,"R$ 7701 - R$ 9900",4.375,21,"Brazil",4,"purchased",1
"801","R_1H1VwavangXbkUm","Male",31,"R$ 1101 - R$ 2200",0.625,9,"Brazil",4,"purchased",1
"802","R_3LZSxgMghVwU43T","Female",36,"more than R$ 9900",5,17,"Brazil",3,"purchased",0
"803","R_1QL6cJadYt7FJ4o","Male",30,"R$ 3301 - R$ 4400",1.875,22,"Brazil",3,"purchased",0
"804","R_1lmHo9TXSdZ4jLe","Female",51,"more than R$ 9900",5,23,"Brazil",3,"purchased",1
"805","R_1IWe1tTyNm4Ew8T","Female",31,"R$ 3301 - R$ 4400",1.875,22,"Brazil",2,"purchased",0
"806","R_3OieXcsrCCkkGBJ","Female",33,"R$ 4401 - R$ 5500",2.5,5,"Brazil",0,"purchased",1
"807","R_Zerp90Vux3SKbzb","Male",37,"R$ 5501 - R$ 7700",3.125,15,"Brazil",4,"purchased",1
"808","R_2XbPzV90UwsD90M","Male",26,"R$ 2201 - R$ 3300",1.25,20,"Brazil",4,"purchased",0
"809","R_31HI6Ov5NUuIf9h","Male",38,"more than R$ 9900",5,25,"Brazil",3,"purchased",0
"810","R_PSAcygwZIe764a5","Female",56,"R$ 7701 - R$ 9900",4.375,18,"Brazil",2,"purchased",1
"811","R_3jZJPMvlDjqsnuo","Female",39,"more than R$ 9900",5,20,"Brazil",4,"purchased",1
"812","R_1jYRBEufYI5xLIV","Female",51,"R$ 2201 - R$ 3300",1.25,30,"Brazil",3,"purchased",0
"813","R_2uHUv2hNsBz7aYr","Female",42,"Prefer not to answer",NA,15,"Brazil",1,"purchased",0
"814","R_25FsD3QLoNItOHE","Female",46,"more than R$ 9900",5,26,"Brazil",1,"purchased",0
"815","R_w6RFMQfN39UHEU9","Female",53,"more than R$ 9900",5,47,"Brazil",3,"purchased",1
"816","R_2e81uOmGi7cbyyF","Female",65,"R$ 3301 - R$ 4400",1.875,16,"Brazil",2,"purchased",1
"817","R_3O0RhvJaYArVswQ","Female",69,"R$ 5501 - R$ 7700",3.125,20,"Brazil",3,"purchased",1
"818","R_3O8k8okYDxEAue9","Female",30,"R$ 4401 - R$ 5500",2.5,22,"Brazil",4,"purchased",0
"819","R_9AFTAgAw2ZiWWqt","Female",49,"more than R$ 9900",5,21,"Brazil",4,"purchased",0
"820","R_1Qi9EFef0HsvoJ1","Male",56,"less than R$ 1100",0,30,"Brazil",2,"purchased",1
"821","R_3gSp15Lhbk9uTrv","Female",44,"R$ 3301 - R$ 4400",1.875,9,"Brazil",0,"purchased",0
"822","R_z6fP3cVpNLl6sBr","Female",43,"more than R$ 9900",5,19,"Brazil",3,"purchased",0
"823","R_1hGAO02A2pH7YWp","Female",34,"R$ 1101 - R$ 2200",0.625,16,"Brazil",2,"purchased",0
"824","R_2uCyj5bVMBDGo09","Female",21,"R$ 2201 - R$ 3300",1.25,17,"Brazil",0,"purchased",0
"825","R_3rNwv62OhLdaDjW","Female",43,"more than R$ 9900",5,19,"Brazil",3,"purchased",0
"826","R_2WupRDyKQSUt8xw","Female",63,"Prefer not to answer",NA,20,"Brazil",2,"purchased",1
"827","R_27p8EIzk2g56hC6","Female",31,"R$ 2201 - R$ 3300",1.25,8,"Brazil",3,"purchased",0
"828","R_1pmoTJsxV6Oosks","Female",39,"R$ 7701 - R$ 9900",4.375,21,"Brazil",2,"purchased",0
"829","R_3PbsCl5wc1jJSAV","Female",53,"R$ 5501 - R$ 7700",3.125,21,"Brazil",2,"purchased",0
"830","R_2fcwTMHGZZOVDda","Male",36,"R$ 2201 - R$ 3300",1.25,24,"Brazil",3,"purchased",1
"831","R_27d7MonHdeEJJSd","Male",56,"more than R$ 9900",5,14,"Brazil",4,"purchased",1
"832","R_2bTrv5jm9C2JCIH","Male",61,"R$ 4401 - R$ 5500",2.5,15,"Brazil",3,"purchased",1
"833","R_1ooPG2eJFXFHodO","Male",67,"R$ 1101 - R$ 2200",0.625,18,"Brazil",3,"purchased",0
"834","R_3eaSwwhfF02KlGK","Female",35,"R$ 3301 - R$ 4400",1.875,16,"Brazil",3,"purchased",0
"835","R_UaurZILouqFu8iB","Female",56,"more than R$ 9900",5,50,"Brazil",4,"purchased",1
"836","R_3CE2qR1iSEdmQmx","Male",29,"R$ 3301 - R$ 4400",1.875,18,"Brazil",1,"purchased",0
"837","R_1hYV82wRAhXX9BU","Female",27,"R$ 5501 - R$ 7700",3.125,15,"Brazil",3,"purchased",1
"838","R_1FtxoLBfwbk9VRj","Male",51,"R$ 5501 - R$ 7700",3.125,15,"Brazil",2,"purchased",1
"839","R_3sA2f51sZ1GemOx","Female",52,"R$ 5501 - R$ 7700",3.125,10,"Brazil",2,"purchased",1
"840","R_3L1hAs7KlWDSk86","Female",37,"R$ 4401 - R$ 5500",2.5,15,"Brazil",3,"purchased",0
"841","R_1laAkb68g0y0UkS","Female",41,"R$ 7701 - R$ 9900",4.375,20,"Brazil",3,"purchased",0
"842","R_33kW67teZ4zLjkE","Male",24,"R$ 5501 - R$ 7700",3.125,16,"Brazil",3,"purchased",0
"843","R_WCHrt7t7dgfGuaZ","Female",65,"Prefer not to answer",NA,30,"Brazil",3,"purchased",1
"844","R_2yjZ8BNQl4F2Ex7","Female",27,"R$ 4401 - R$ 5500",2.5,18,"Brazil",3,"purchased",0
"845","R_1mgQ53NES7Vo5ys","Male",57,"more than R$ 9900",5,20,"Brazil",4,"purchased",0
"846","R_33sba7pVz543H5X","Female",50,"R$ 5501 - R$ 7700",3.125,14,"Brazil",1,"purchased",0
"847","R_3kCkY62akP1G9M3","Male",54,"R$ 7701 - R$ 9900",4.375,16,"Brazil",4,"purchased",1
"848","R_1PUIrxg5oCNEWMv","Male",74,"R$ 4401 - R$ 5500",2.5,15,"Brazil",3,"purchased",0
"849","R_2fB93C7790pBkF3","Female",23,"R$ 4401 - R$ 5500",2.5,17,"Brazil",3,"purchased",0
"850","R_86QHxS1OW22glGx","Female",45,"R$ 3301 - R$ 4400",1.875,20,"Brazil",2,"purchased",1
"851","R_2f2qdKPg3auDagN","Female",60,"R$ 5501 - R$ 7700",3.125,20,"Brazil",3,"purchased",1
"852","R_O8PFXxJZsAnWfDP","Male",54,"R$ 4401 - R$ 5500",2.5,21,"Brazil",4,"purchased",0
"853","R_1f8JghhJKwn8HjR","Male",28,"R$ 7701 - R$ 9900",4.375,20,"Brazil",4,"purchased",0
"854","R_2VvTHtcbg0wJTe0","Male",66,"R$ 7701 - R$ 9900",4.375,28,"Brazil",3,"purchased",0
"855","R_1FqEt8sUVMUITS8","Male",31,"more than R$ 9900",5,19,"Brazil",3,"purchased",0
"856","R_Rmdd3iiZC0S4q3v","Female",51,"more than R$ 9900",5,5,"Brazil",2,"purchased",1
"857","R_2rkkTKVMrQdk1bG","Female",31,"more than R$ 9900",5,16,"Brazil",3,"purchased",0
"858","R_20P7Q3RDru5lepb","Female",50,"R$ 1101 - R$ 2200",0.625,12,"Brazil",2,"purchased",1
"859","R_2CCjbH2ZJ18mKbY","Male",66,"more than R$ 9900",5,18,"Brazil",3,"purchased",0
"860","R_1eOSn7YULPTyy48","Male",56,"Prefer not to answer",NA,30,"Brazil",1,"purchased",0
"861","R_VWmRUIJUw6eiOWt","Female",25,"R$ 1101 - R$ 2200",0.625,20,"Brazil",3,"purchased",1
"862","R_2e4mfmve7uDDUQI","Male",47,"more than R$ 9900",5,22,"Brazil",4,"purchased",1
"863","R_1Eg6N8ThfEiLE8q","Male",60,"R$ 5501 - R$ 7700",3.125,55,"Brazil",4,"purchased",1
"864","R_22CQYLOULLhPhEt","Female",73,"more than R$ 9900",5,13,"Brazil",3,"purchased",1
"865","R_2t5r4KnpOf3c8dX","Female",30,"R$ 2201 - R$ 3300",1.25,24,"Brazil",0,"purchased",0
"866","R_1g6F5mlLOJrZ5U0","Female",24,"R$ 2201 - R$ 3300",1.25,18,"Brazil",4,"purchased",1
"867","R_1JF6XOv9zvVz7ix","Male",41,"more than R$ 9900",5,16,"Brazil",4,"purchased",1
"868","R_1H0HUu2ssMXSRkf","Female",43,"R$ 2201 - R$ 3300",1.25,13,"Brazil",3,"purchased",0
"869","R_25zn8QGEfhhl1gh","Female",35,"more than R$ 9900",5,17,"Brazil",4,"purchased",0
"870","R_1dAIAgiTmZZGRTo","Male",56,"more than R$ 9900",5,23,"Brazil",3,"purchased",1
"871","R_2EB5NS0YX9OmUBU","Male",61,"R$ 3301 - R$ 4400",1.875,18,"Brazil",1,"purchased",0
"872","R_UmvxVrIb2wwKVxf","Female",54,"R$ 4401 - R$ 5500",2.5,18,"Brazil",2,"purchased",0
"873","R_25TQDjRbHt31Ca8","Male",20,"R$ 5501 - R$ 7700",3.125,12,"Brazil",3,"purchased",1
"874","R_3ffyo8NPSIFp2gg","Male",54,"R$ 7701 - R$ 9900",4.375,16,"Brazil",0,"purchased",0
"875","R_2R205wIPedSvKXH","Female",53,"R$ 5501 - R$ 7700",3.125,22,"Brazil",0,"purchased",1
"876","R_1Bwf1Of8zBkZyet","Female",45,"R$ 1101 - R$ 2200",0.625,10,"Brazil",2,"purchased",1
"877","R_BsKHfjOBJfaXO8x","Female",36,"R$ 1101 - R$ 2200",0.625,10,"Brazil",2,"purchased",1
"878","R_3ncqID5SzBjg3Af","Male",36,"R$ 3301 - R$ 4400",1.875,24,"Brazil",2,"purchased",0
"879","R_2uV74N2mFaQowt8","Male",57,"R$ 3301 - R$ 4400",1.875,13,"Brazil",3,"purchased",0
"880","R_1EXs9Km4sVJKbzM","Male",44,"R$ 4401 - R$ 5500",2.5,17,"Brazil",4,"purchased",0
"881","R_3g26MK8GCRYroSc","Female",68,"more than R$ 9900",5,20,"Brazil",3,"purchased",1
"882","R_2WMQxPpsLPIgP6d","Female",40,"more than R$ 9900",5,20,"Brazil",3,"purchased",0
"883","R_3KrM44qk3N3ztS8","Male",60,"more than R$ 9900",5,22,"Brazil",3,"purchased",0
"884","R_11WPwKXtSk7Cx77","Male",33,"R$ 1101 - R$ 2200",0.625,26,"Brazil",2,"purchased",0
"885","R_qC8DDUMYaYyLBCh","Female",64,"R$ 7701 - R$ 9900",4.375,25,"Brazil",3,"purchased",1
"886","R_1eQrMxgGPIjuzUv","Female",61,"more than R$ 9900",5,27,"Brazil",2,"purchased",1
"887","R_1gwqQ3v7gon7J2K","Female",22,"R$ 1101 - R$ 2200",0.625,8,"Brazil",3,"purchased",0
"888","R_zdvlXHYaVXrSAkV","Female",66,"R$ 5501 - R$ 7700",3.125,26,"Brazil",3,"purchased",1
"889","R_PCHQTYV27QPJalX","Female",62,"more than R$ 9900",5,32,"Brazil",3,"purchased",1
"890","R_3QqI9L7OstRAdYR","Female",42,"more than R$ 9900",5,22,"Brazil",3,"purchased",0
"891","R_WxnEssEFcSt1G1j","Female",32,"R$ 1101 - R$ 2200",0.625,12,"Brazil",3,"purchased",0
"892","R_A57PCRA6sa3T1hD","Female",36,"R$ 1101 - R$ 2200",0.625,11,"Brazil",0,"purchased",0
"893","R_2b31JXDIUtXxySw","Female",42,"R$ 2201 - R$ 3300",1.25,14,"Brazil",3,"purchased",1
"894","R_11j6pSkPK8S2uNd","Female",31,"more than R$ 9900",5,21,"Brazil",2,"purchased",0
"895","R_3gSio9emmGpqzrp","Female",27,"more than R$ 9900",5,20,"Brazil",2,"purchased",1
"896","R_Rqb8FzY9JTMYkOl","Female",52,"R$ 5501 - R$ 7700",3.125,20,"Brazil",2,"purchased",0
"897","R_1prm25aCTGruLgx","Female",31,"more than R$ 9900",5,23,"Brazil",3,"purchased",0
"898","R_1BSgS79FBN5PSzG","Male",24,"R$ 7701 - R$ 9900",4.375,15,"Brazil",3,"purchased",0
"899","R_1FqQwlqSK4eGG1Z","Female",35,"R$ 4401 - R$ 5500",2.5,20,"Brazil",3,"purchased",1
"900","R_2aK1tCHN4LEHxRK","Male",22,"less than R$ 1100",0,15,"Brazil",1,"purchased",1
"901","R_2yd8uUmnCgkY6t4","Male",28,"more than R$ 9900",5,24,"Brazil",2,"purchased",1
"902","R_TuT2XF8sG2ulUhb","Female",31,"R$ 5501 - R$ 7700",3.125,21,"Brazil",3,"purchased",1
"903","R_31Ajvav9B4fHnh6","Male",29,"R$ 7701 - R$ 9900",4.375,18,"Brazil",3,"purchased",0
"904","R_242TkuSVeyM68dv","Female",34,"R$ 5501 - R$ 7700",3.125,25,"Brazil",2,"purchased",0
"905","R_3kzf5ROFkg4eCKi","Male",38,"R$ 5501 - R$ 7700",3.125,12,"Brazil",2,"purchased",1
"906","R_32L7Zbyi2dbeLa8","Male",33,"R$ 4401 - R$ 5500",2.5,22,"Brazil",2,"purchased",0
"907","R_silrcN05AFjpLcl","Male",34,"more than R$ 9900",5,21,"Brazil",3,"purchased",0
"908","R_3fZUVDTxXVQ2M8L","Male",33,"R$ 7701 - R$ 9900",4.375,16,"Brazil",3,"purchased",0
"909","R_9T8Giut6aLa50ml","Female",31,"R$ 4401 - R$ 5500",2.5,16,"Brazil",3,"purchased",0
"910","R_3ekPdJ5MnIhhtHK","Male",32,"more than R$ 9900",5,22,"Brazil",0,"purchased",0
"911","R_3elhVuNNZLuL3Tl","Male",30,"more than R$ 9900",5,19,"Brazil",4,"purchased",1
"912","R_1Hk0BSj2Sm0iQXL","Male",23,"R$ 4401 - R$ 5500",2.5,23,"Brazil",3,"purchased",0
"913","R_3nCNwghttLMmvMc","Male",30,"more than R$ 9900",5,20,"Brazil",4,"purchased",0
"914","R_3m8H9ME2mr39vfO","Female",35,"R$ 5501 - R$ 7700",3.125,22,"Brazil",1,"purchased",0
"915","R_2EaBHKPxTsyylfv","Male",35,"R$ 5501 - R$ 7700",3.125,15,"Brazil",4,"purchased",0
"916","R_1dNeeU4fzwkX7Id","Female",36,"R$ 3301 - R$ 4400",1.875,7,"Brazil",4,"purchased",1
"917","R_2ZEvtvjP3nX6Q7n","Female",31,"Prefer not to answer",NA,17,"Brazil",4,"purchased",1
"918","R_1ONTVbAs6vkBI41","Female",58,"more than R$ 9900",5,18,"Brazil",1,"purchased",1
"919","R_2YJlLriBIk6z96C","Female",24,"more than R$ 9900",5,16,"Brazil",3,"purchased",1
"920","R_ZCqgXBP7gTrdaa5","Female",40,"more than R$ 9900",5,19,"Brazil",3,"purchased",1
"921","R_bCSdgHXYbTTTYB3","Female",36,"more than R$ 9900",5,17,"Brazil",4,"purchased",1
"922","R_3HH8gMS5wKvAOEv","Male",53,"more than R$ 9900",5,17,"Brazil",3,"purchased",1
"923","R_D8N9MI6CB1MRrUd","Male",75,"Prefer not to answer",NA,20,"Brazil",4,"purchased",1
"924","R_qRfnVIlEy1mqMbD","Female",43,"R$ 3301 - R$ 4400",1.875,22,"Brazil",3,"purchased",1
"925","R_ULr4gTgXxzIr2WB","Female",39,"more than R$ 9900",5,15,"Brazil",3,"purchased",1
"926","R_8c5hBUlnxXEOyM9","Male",29,"Prefer not to answer",NA,16,"Brazil",2,"purchased",0
"927","R_UzoEHD6eEEptZVn","Female",42,"more than R$ 9900",5,19,"Brazil",3,"purchased",1
"928","R_6DpxmUPVZdkA9xv","Female",41,"R$ 5501 - R$ 7700",3.125,15,"Brazil",1,"purchased",0
"929","R_1lxvOOouIyXIYZT","Female",55,"more than R$ 9900",5,19,"Brazil",3,"purchased",1
"930","R_0kvaE8dS5I5bpmh","Female",35,"more than R$ 9900",5,17,"Brazil",3,"purchased",1
"931","R_3oGt3ErjURSXwrN","Female",69,"R$ 3301 - R$ 4400",1.875,7,"Brazil",2,"purchased",0
"932","R_6tlOKhyC3mHcGeB","Female",38,"more than R$ 9900",5,22,"Brazil",3,"purchased",1
"933","R_1N2nw5oJWmOnLMa","Female",30,"R$ 3301 - R$ 4400",1.875,18,"Brazil",4,"purchased",0
"934","R_24iPN0hcoBMY0r4","Male",48,"more than R$ 9900",5,15,"Brazil",2,"purchased",1
"935","R_vNUgVpXo7Mx07eN","Female",32,"R$ 4401 - R$ 5500",2.5,15,"Brazil",1,"purchased",1
"936","R_1KyhW99IYVsNF5A","Male",40,"more than R$ 9900",5,25,"Brazil",2,"purchased",1
"937","R_3gRyYnITdsjfkqf","Female",33,"more than R$ 9900",5,19,"Brazil",3,"purchased",0
"938","R_295P4moN6LQt6l5","Male",46,"R$ 4401 - R$ 5500",2.5,20,"Brazil",4,"purchased",0
"939","R_3fUmRmnLcXAyvuU","Female",40,"more than R$ 9900",5,20,"Brazil",1,"purchased",1
"940","R_2dFIhDsfK2g2Qeh","Female",63,"more than R$ 9900",5,16,"Brazil",3,"purchased",0
"941","R_3g7c3L1nRm8OvFE","Male",30,"more than R$ 9900",5,20,"Brazil",3,"purchased",0
"942","R_XTd2kDLcFTXAqOd","Female",39,"more than R$ 9900",5,19,"Brazil",3,"purchased",0
"943","R_VURgRdDY3tYxWbn","Female",39,"more than R$ 9900",5,19,"Brazil",3,"purchased",1
"944","R_2Tz8UbvnxRGY5ap","Male",28,"more than R$ 9900",5,17,"Brazil",3,"purchased",1
"945","R_30i7fgDMZGrOMrV","Male",38,"more than R$ 9900",5,20,"Brazil",3,"purchased",0
"946","R_1QsgBGwEE5CcvEn","Male",38,"more than R$ 9900",5,6,"Brazil",2,"purchased",1
"947","R_2laUWCdZszW9Jyp","Female",31,"less than R$ 1100",0,16,"Brazil",3,"purchased",1
"948","R_1GTwWWCDxPRVPMd","Female",56,"more than R$ 9900",5,22,"Brazil",3,"purchased",0
"949","R_1f6Q2sh06MesyLV","Male",53,"more than R$ 9900",5,16,"Brazil",4,"purchased",0
"950","R_3LZQS73FQZrjLTx","Female",42,"Prefer not to answer",NA,19,"Brazil",3,"purchased",0
"951","R_2B4IkXCJQcxOmhE","Female",66,"more than R$ 9900",5,21,"Brazil",3,"purchased",1
"952","R_1P0mmSv8SRq8bfx","Female",70,"R$ 3301 - R$ 4400",1.875,16,"Brazil",2,"purchased",0
"953","R_25ZmOt7mqfmGh3C","Female",48,"more than R$ 9900",5,16,"Brazil",3,"purchased",1
"954","R_3NCLmLQloeq0sm3","Male",65,"R$ 7701 - R$ 9900",4.375,15,"Brazil",2,"purchased",0
"955","R_1Q5cgEfye8zgUb1","Female",42,"Prefer not to answer",NA,14,"Brazil",2,"purchased",1
"956","R_3J35csfYPDigtKn","Female",41,"R$ 2201 - R$ 3300",1.25,20,"Brazil",2,"purchased",0
"957","R_3P5GURMbrJJfV7S","Female",49,"R$ 7701 - R$ 9900",4.375,17,"Brazil",2,"purchased",0
"958","R_1kN7AvYwxoBcp8v","Male",49,"more than R$ 9900",5,23,"Brazil",3,"purchased",1
"959","R_242iEkLTjjdTq0h","Female",61,"R$ 5501 - R$ 7700",3.125,17,"Brazil",2,"purchased",1
"960","R_2wyriHmo3C1yIoa","Female",55,"more than R$ 9900",5,15,"Brazil",4,"purchased",0
"961","R_xmiyiFEJWgvBIcx","Male",75,"more than R$ 9900",5,20,"Brazil",4,"purchased",1
"962","R_2ruoEugFymOC2kv","Male",59,"more than R$ 9900",5,20,"Brazil",3,"purchased",1
"963","R_3CQ7uErYceE9hXg","Female",50,"more than R$ 9900",5,24,"Brazil",2,"purchased",0
"964","R_Wkw9SgSMwWj102t","Female",73,"Prefer not to answer",NA,17,"Brazil",3,"purchased",1
"965","R_eJdaZBTeM07zWpP","Male",40,"R$ 7701 - R$ 9900",4.375,25,"Brazil",3,"purchased",1
"966","R_1CCQk0kUiHYT2jH","Male",49,"more than R$ 9900",5,17,"Brazil",4,"purchased",1
"967","R_WAiVt0AoSzbpq4p","Female",71,"Prefer not to answer",NA,17,"Brazil",2,"purchased",0
"968","R_3PZjUkF6OBkoeca","Female",51,"Prefer not to answer",NA,16,"Brazil",3,"purchased",0
"969","R_3g5HjskzdPiLmbc","Male",28,"R$ 7701 - R$ 9900",4.375,23,"Brazil",4,"purchased",0
"970","R_DHTphkFYVItw7EB","Female",72,"R$ 4401 - R$ 5500",2.5,13,"Brazil",3,"purchased",1
"971","R_3rHBgTC0coKwLJ0","Male",37,"more than R$ 9900",5,17,"Brazil",4,"purchased",1
"972","R_DV2UZYVJFHnxvtT","Female",44,"more than R$ 9900",5,17,"Brazil",3,"purchased",0
"973","R_1lv27frfZF5VNuw","Female",37,"Prefer not to answer",NA,17,"Brazil",3,"purchased",1
"974","R_AbxlwSaaVPSdc1X","Female",45,"more than R$ 9900",5,20,"Brazil",3,"purchased",1
"975","R_8BW4Vfr6DsdSRGx","Female",40,"more than R$ 9900",5,20,"Brazil",3,"purchased",0
"976","R_1hKAKe4cDphkakv","Male",38,"more than R$ 9900",5,22,"Brazil",3,"purchased",1
"977","R_3QXm0pSM9n6joSv","Male",50,"more than R$ 9900",5,27,"Brazil",3,"purchased",0
"978","R_2DMLvTZbrSdF9a2","Female",23,"more than R$ 9900",5,17,"Brazil",0,"purchased",0
"979","R_2pSFQsyxULuVUzc","Male",41,"R$ 7701 - R$ 9900",4.375,3,"Brazil",3,"purchased",0
"980","R_DCriN25TLOE5kZj","Female",50,"Prefer not to answer",NA,17,"Brazil",2,"purchased",0
"981","R_2UVg44zT5eaTdtl","Male",73,"more than R$ 9900",5,18,"Brazil",4,"purchased",1
"982","R_yF0GPkdDHqdkQmJ","Female",48,"more than R$ 9900",5,20,"Brazil",4,"purchased",1
"983","R_1d17bQXg0UYmUHU","Female",41,"more than R$ 9900",5,18,"Brazil",3,"purchased",0
"984","R_By2oWfgze9ydR0l","Female",41,"less than R$ 1100",0,11,"Brazil",2,"purchased",0
"985","R_yL7GeHsezVYgv8R","Male",40,"more than R$ 9900",5,22,"Brazil",3,"purchased",1
"986","R_3qrsQg3HvuTX11D","Male",69,"more than R$ 9900",5,16,"Brazil",3,"purchased",1
"987","R_3IQXshGLZxGRl2p","Female",40,"more than R$ 9900",5,20,"Brazil",3,"purchased",1
"988","R_1IimagBJ4WncHD3","Male",41,"more than R$ 9900",5,19,"Brazil",4,"purchased",0
"989","R_3PcdwimvUi8i36R","Male",42,"more than R$ 9900",5,20,"Brazil",4,"purchased",0
"990","R_RzdOX5EnNe1shxf","Female",46,"R$ 4401 - R$ 5500",2.5,20,"Brazil",1,"purchased",0
"991","R_3WtHGuQUszfkOnT","Female",38,"more than R$ 9900",5,25,"Brazil",4,"purchased",1
"992","R_CjDx8MC2yS0ywud","Male",41,"more than R$ 9900",5,19,"Brazil",4,"purchased",1
"993","R_215lu5NS5zLao4K","Female",40,"more than R$ 9900",5,25,"Brazil",3,"purchased",0
"994","R_XXM4TniptYYIcnv","Female",47,"R$ 7701 - R$ 9900",4.375,30,"Brazil",3,"purchased",1
"995","R_3dQaQaplmL5NFfX","Female",29,"R$ 7701 - R$ 9900",4.375,17,"Brazil",3,"purchased",1
"996","R_1OTdjW2LjAzM8xt","Male",37,"more than R$ 9900",5,10,"Brazil",4,"purchased",0
"997","R_POlvFmyCCuPTzIl","Male",48,"more than R$ 9900",5,20,"Brazil",4,"purchased",0
"998","R_2bOEHsCYAe3kWZR","Male",21,"R$ 2201 - R$ 3300",1.25,19,"Brazil",3,"purchased",1
"999","R_2s6XgDKgZj9NPV0","Female",61,"R$ 2201 - R$ 3300",1.25,8,"Brazil",3,"purchased",1
"1000","R_qw22Ag9Wx3t8bRf","Female",39,"Prefer not to answer",NA,18,"Brazil",3,"purchased",0
"1001","R_1FP5vvV4m2m1g2S","Male",29,"more than R$ 9900",5,20,"Brazil",4,"purchased",1
"1002","R_24dhfMb14iKbyrz","Female",31,"more than R$ 9900",5,23,"Brazil",4,"purchased",0
"1003","R_2ARPGK1bmU8LMjE","Male",46,"more than R$ 9900",5,24,"Brazil",3,"purchased",0
"1004","R_20VDCrqbodqLFJO","Female",42,"more than R$ 9900",5,18,"Brazil",3,"purchased",0
"1005","R_2S6PUAHTUuYWTth","Female",33,"more than R$ 9900",5,9,"Brazil",3,"purchased",1
"1006","R_ApQUUsBHsPy6n8B","Female",33,"more than R$ 9900",5,12,"Brazil",3,"purchased",1
"1007","R_1E6EUViMY4oowOh","Male",34,"more than R$ 9900",5,20,"Brazil",3,"purchased",1
"1008","R_2sZvtxh6pwA9bL6","Female",34,"more than R$ 9900",5,19,"Brazil",2,"purchased",1
"1009","R_vc2tdaNqrMiTyfL","Male",29,"R$ 5501 - R$ 7700",3.125,15,"Brazil",3,"purchased",0
"1010","R_29g3jwi2jNto5T0","Female",46,"Prefer not to answer",NA,13,"Brazil",4,"purchased",1
"1011","R_25TPo4TaBCrSBq1","Male",30,"more than R$ 9900",5,17,"Brazil",4,"purchased",1
"1012","R_27vrz6ZyPwVwiRR","Female",30,"R$ 4401 - R$ 5500",2.5,27,"Brazil",2,"purchased",0
"1013","R_2qwtP0ZlvM9Wr9p","Male",32,"R$ 3301 - R$ 4400",1.875,26,"Brazil",2,"purchased",1
"1014","R_6lOu3juQ6Gbe1gt","Male",30,"R$ 7701 - R$ 9900",4.375,10,"Brazil",4,"purchased",0
"1015","R_3dPNlGdSdBMBBqO","Female",29,"more than R$ 9900",5,16,"Brazil",4,"purchased",0
"1016","R_11i5A6BnEMPusIt","Female",26,"more than R$ 9900",5,13,"Brazil",2,"purchased",0
