StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R
2022-09-17 02:05:47,2022-09-17 02:12:57,IP Address,50,430,False,2022-09-24 02:13:01,R_x5vq5uLPvKDE3UR,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,0,0,0,5,2,4,2,Yes,,,,,,,,A,0,0,0,0,Yes,2,2,2,B,Yes,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,
2022-09-17 02:39:39,2022-09-17 02:40:04,IP Address,3,24,False,2022-09-24 02:40:06,R_2Ec7wWfbqk0lFBw,anonymous,PT,0.4000000059604645,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17 04:34:02,2022-09-17 05:12:59,IP Address,67,2336,False,2022-09-24 05:13:01,R_3oMhx1DDW35ovhH,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,5,5,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,10,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,2,,,,,,,,,,,,,
2022-09-17 05:14:52,2022-09-17 05:18:34,IP Address,11,221,False,2022-09-24 05:18:34,R_2EdixR0EHqGYWIt,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24 05:39:50,2022-09-24 05:59:31,IP Address,100,1181,True,2022-09-24 05:59:31,R_x6p5RPWrefbTZeh,anonymous,PT,,I agree to participate in the research,"No difference ",4,5,5,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,4,5,5,10,No difference,Yes,Consider it a gift and not pay for the coupon.,B,5,10,5,10,Yes,"Strongly agree

1
",4,"Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,35,11 000 € – 13 700 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-17 05:53:23,2022-09-17 06:00:43,IP Address,33,439,False,2022-09-24 06:00:49,R_1KpSwazWoIYEVkw,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,5,5,10,10,No,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",No difference,No,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,
2022-09-17 07:23:21,2022-09-17 08:04:13,IP Address,25,2452,False,2022-09-24 08:04:17,R_3OpmWwqcQrnFKzk,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",,,,,,,,,,,,,,,,,A,0,5,0,5,No,"Strongly disagree

5
","Strongly agree

1
","Strongly disagree

5
",,,,,,,,,,,,,,,,,
2022-09-24 08:33:29,2022-09-24 08:44:49,IP Address,100,679,True,2022-09-24 08:44:49,R_1jMNkp1zJmM0H5I,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,5,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,10,15,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",A,10,10,10,10,No,4,"Strongly agree

1
",2,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",5,More than 102 €,Less than today,I do not know,I do not know,Absolutely serious,Female,27,13 700 € – 16 500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-17 10:29:30,2022-09-17 10:32:02,IP Address,17,152,False,2022-09-24 10:32:04,R_2e9fVWyt6kRaWMU,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,20,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 07:32:17,2022-09-18 07:33:29,IP Address,19,71,False,2022-09-25 07:48:13,R_1N9sdyhCVctDhrq,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,5,5,4,4,Yes,,,,,,,,,,,,,,,,,,,,
2022-09-18 08:31:10,2022-09-18 08:39:10,IP Address,50,480,False,2022-09-25 08:39:11,R_a3nYtnX1zLgRr1v,anonymous,PT,1,I agree to participate in the research,A,,,,,,,,,,0,5,0,10,A,Yes,Consider it a gift and not pay for the coupon.,B,0,5,0,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,1,,,,,,,,,,,,,
2022-09-24 05:41:22,2022-09-25 10:07:33,IP Address,100,102370,True,2022-09-25 10:07:33,R_1Ffvt8RZ7BWHpYx,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,10,5,10,4,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,10,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,5,10,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",A,No,Pay your friend 10 € for the coupon.,2,More than 102 €,Less than today,I do not know,I do not know,Absolutely serious,Female,35,Prefer not to answer,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-25 12:32:07,2022-09-25 12:51:58,IP Address,100,1191,True,2022-09-25 12:51:58,R_2riGxc9O5xZx2CZ,anonymous,PT,1,I agree to participate in the research,A,2.5,5,2.5,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,10,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
",3,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",2,More than 102 €,Less than today,I do not know,I do not know,Moderately serious,Female,25,8200 € – 11 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-19 04:33:43,2022-09-19 04:34:09,IP Address,8,25,False,2022-09-26 05:04:41,R_1P8leo5ygdwLwyM,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:26:57,2022-09-19 04:35:49,IP Address,39,532,False,2022-09-26 05:05:36,R_1qUFM98hlefMAOY,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,2,"Strongly agree
1","Strongly disagree
5",4,Yes,,,,,,,,B,,,,,,,,,B,Yes,Pay your friend 10 € for the coupon.,1,,,,,,,,,,,,,r
2022-09-19 04:34:54,2022-09-19 04:41:23,IP Address,50,389,False,2022-09-26 05:08:32,R_1MYXrSE3DGkR4ea,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,3,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,,,,,,,,B,10,10,10,10,No,"Strongly agree

1
","Strongly disagree

5
",4,B,Yes,Pay your friend 10 € for the coupon.,3,,,,,,,,,,,,,r
2022-09-19 04:47:22,2022-09-19 04:48:20,IP Address,14,58,False,2022-09-26 05:12:17,R_z6V6fcIr286B4tP,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:34:49,2022-09-19 04:49:41,IP Address,81,891,False,2022-09-26 05:12:56,R_3GADZVGNwATk65W,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,10,3,3,3,3,No,0,5,0,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,5,10,10,No,3,3,3,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,More than 102 €,Less than today,False,They collapse,Very serious,,,,,,,,r
2022-09-19 04:49:51,2022-09-19 04:50:10,IP Address,3,18,False,2022-09-26 05:13:14,R_UGTPlOwwugD3EFr,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:31:47,2022-09-19 04:32:37,IP Address,8,49,False,2022-09-26 05:14:30,R_XsNROaV7uhHm56p,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:33:04,2022-09-19 04:34:27,IP Address,11,82,False,2022-09-26 05:15:25,R_1oCpmHVzRK1Xgb5,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:53:02,2022-09-19 04:54:35,IP Address,19,92,False,2022-09-26 05:16:05,R_27NIAqX39cx9RAU,anonymous,PT,0.800000011920929,I agree to participate in the research,,,,,,,,,,,2,4,5,10,A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:37:12,2022-09-19 04:38:35,IP Address,22,82,False,2022-09-26 05:17:09,R_2tu6cYjN396HLNH,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,B,Yes,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 04:56:14,2022-09-19 04:56:30,IP Address,8,16,False,2022-09-26 05:17:24,R_1Qoro3evJ7k0IGa,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:53:25,2022-09-19 04:59:04,IP Address,58,339,False,2022-09-26 05:18:39,R_1o7QolbV72IkRLj,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,5,10,4,,,,,5,10,8,10,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,8,10,Yes,4,2,"Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 04:56:53,2022-09-19 04:59:41,IP Address,25,168,False,2022-09-26 05:18:50,R_3PuZoa9G0xyJf28,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,5,1000,10,1000,Yes,4,4,4,B,,,,,,,,,,,,,,,,r
2022-09-19 05:01:17,2022-09-19 05:01:50,Spam,8,32,False,2022-09-26 05:19:47,R_UhmaH8r5ds0Qs1P,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:56:53,2022-09-19 05:01:57,IP Address,36,304,False,2022-09-26 05:19:52,R_31XYuKkRYv5siPP,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,5,7,5,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",A,,,,,,,,,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,,,,,,,,,,,,,r
2022-09-19 04:42:39,2022-09-19 04:43:37,IP Address,11,58,False,2022-09-26 05:20:09,R_cHonaXvgDNlruZH,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,No difference,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:43:36,2022-09-19 04:45:13,IP Address,14,96,False,2022-09-26 05:21:23,R_3MQLmbl3fDVgq18,anonymous,EN,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,No difference,Yes,,,,,,,,,,,,,,,r
2022-09-19 04:43:12,2022-09-19 04:45:55,Spam,11,162,False,2022-09-26 05:21:47,R_2OSJW3U4nqd4kRY,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,No difference,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:44:42,2022-09-19 04:46:19,IP Address,17,96,False,2022-09-26 05:21:57,R_71cLZqb9KLwMHSx,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,No,Consider it a gift and not pay for the coupon.,,,,,,,,,,,,,,r
2022-09-19 05:00:42,2022-09-19 05:10:10,IP Address,19,568,False,2022-09-26 05:23:31,R_9AWr9htJTtT3Agp,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,0,5,0,10,No,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:46:43,2022-09-19 04:50:47,IP Address,36,244,False,2022-09-26 05:24:01,R_6ERDWb090wbLJFD,anonymous,PT,1,I agree to participate in the research,A,,,,,,,,,,5,5,5,10,A,No,Pay your friend 10 € for the coupon.,,,,,,,,,,B,No,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 04:43:26,2022-09-19 04:52:06,IP Address,61,520,False,2022-09-26 05:24:35,R_2zLUdmDjXS1pNeT,anonymous,PT,1,I agree to participate in the research,A,5,5,5,10,1,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,No,,B,10,10,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,1,,,,,,,,,,,,,r
2022-09-19 04:47:34,2022-09-19 04:53:01,IP Address,50,326,False,2022-09-26 05:24:53,R_2SGEVsRajGbLKFj,anonymous,PT,0.800000011920929,I agree to participate in the research,"No difference ",0,5,0,10,5,2,"Strongly disagree
5",2,No,,,,,,,,B,10,10,10,10,No,2,"Strongly disagree

5
",2,A,No,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 05:12:05,2022-09-19 05:14:09,IP Address,17,123,False,2022-09-26 05:25:39,R_yWTmfTDIoYebt4d,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,No,Consider it a gift and not pay for the coupon.,,,,,,,,,,,,,,r
2022-09-19 04:46:01,2022-09-19 04:55:28,IP Address,39,566,False,2022-09-26 05:26:27,R_3Hq9WKGIxHrN4Hg,anonymous,PT,1,I agree to participate in the research,B,,,,,,,,,,5,10,10,15,No difference,Yes,Consider it a gift and not pay for the coupon.,A,10,10,10,10,Yes,3,2,2,,,,,,,,,,,,,,,,,r
2022-09-19 04:51:13,2022-09-19 04:57:01,IP Address,39,348,False,2022-09-26 05:27:24,R_1gSxNUrMZJOJXtn,anonymous,PT,1,I agree to participate in the research,"No difference ",,,,,,,,,,0,5,0,10,A,Yes,Pay your friend 10 € for the coupon.,No difference,0,5,0,10,No,2,4,"Strongly disagree

5
",,,,,,,,,,,,,,,,,r
2022-09-19 04:54:45,2022-09-19 04:57:43,IP Address,11,178,False,2022-09-26 05:27:49,R_2TU9OU0f1PSMdKI,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:57:42,2022-09-19 04:58:27,IP Address,8,45,False,2022-09-26 05:28:15,R_22WB9hTTlVRLAsc,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 04:59:37,2022-09-19 04:59:55,Spam,8,18,False,2022-09-26 05:28:45,R_3PhMJFdoo9OyEsh,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:00:07,2022-09-19 05:01:00,IP Address,11,52,False,2022-09-26 05:29:13,R_Ua88cKqkMUf7Ug9,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,No difference,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:00:45,2022-09-19 05:01:16,IP Address,8,31,False,2022-09-26 05:29:20,R_AGyM34pb7hqshi1,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:01:07,2022-09-19 05:02:32,IP Address,14,85,False,2022-09-26 05:29:54,R_XHOBbMii7asQYRr,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,,,,,,,,,,,,,,,r
2022-09-19 04:36:45,2022-09-19 05:04:00,IP Address,58,1634,False,2022-09-26 05:30:31,R_2TXmOJiVQjEbTXb,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,5,2,,,,,5,5,5,5,No difference,Yes,Consider it a gift and not pay for the coupon.,No difference,10,10,10,10,Yes,4,4,"Strongly agree

1
",No difference,Yes,Consider it a gift and not pay for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 05:03:54,2022-09-19 05:04:26,IP Address,11,31,False,2022-09-26 05:30:42,R_1OMDG73cNs4YE4R,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:01:45,2022-09-19 05:06:09,IP Address,28,264,False,2022-09-26 05:31:28,R_yBJBVcc2En6Ayvn,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,4,0,10,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:06:43,2022-09-19 05:09:11,IP Address,25,148,False,2022-09-26 05:32:48,R_b7XpoCBaB64iHM5,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,5,8,5,10,No difference,Yes,Consider it a gift and not pay for the coupon.,A,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:03:39,2022-09-19 05:11:10,IP Address,36,450,False,2022-09-26 05:33:43,R_28zVGWe71demGxE,anonymous,PT,1,I agree to participate in the research,B,,,,,,,,,,5,5,5,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",,,,,,,,,,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",1.5,,,,,,,,,,,,,r
2022-09-19 05:11:18,2022-09-19 05:12:15,IP Address,11,56,False,2022-09-26 05:34:14,R_3kvq5Ey2hDHE2eJ,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:07:43,2022-09-19 05:15:16,IP Address,50,452,False,2022-09-26 05:36:21,R_3PTDlRdoayp50LJ,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,5,7,3,2,4,Yes,,,,,,,,B,5,10,10,10,No,4,2,"Strongly disagree

5
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,,,,,,,,,,,,,r
2022-09-19 05:33:49,2022-09-19 05:37:13,IP Address,31,204,False,2022-09-26 05:38:06,R_33jWJDoHmqNsy5C,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,5,5,5,5,A,Yes,,,,,,,,,,,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",1.5,,,,,,,,,,,,,r
2022-09-19 05:19:29,2022-09-19 05:22:05,IP Address,22,155,False,2022-09-26 05:39:22,R_1dh7pkVmhEBQtB7,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,10,15,10,15,Yes,3,"Strongly agree

1
","Strongly disagree

5
",,,,,,,,,,,,,,,,,r
2022-09-19 05:19:19,2022-09-19 05:25:37,IP Address,42,377,False,2022-09-26 05:40:46,R_2DZxhbvqkFRmxVH,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,5,5,5,10,B,,,A,10,10,10,10,No,"Strongly disagree

5
",3,3,B,No,Consider it a gift and not pay for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 05:30:55,2022-09-19 05:32:18,IP Address,11,82,False,2022-09-26 05:45:02,R_3RgqqfRT5aWbQVZ,anonymous,PT,1,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:35:56,2022-09-19 05:41:52,IP Address,31,355,False,2022-09-26 05:49:38,R_3lstWQLonweoApc,anonymous,PT,1,I agree to participate in the research,A,0,5,0,5,2,,,,,,,,,,,,,,,,,,,,,A,No,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 05:46:10,2022-09-19 05:50:23,IP Address,36,253,False,2022-09-26 05:50:27,R_3ETrCBLcBbWlao4,anonymous,PT,1,I agree to participate in the research,"No difference ",0,10,0,20,2,"Strongly agree
1","Strongly disagree
5",4,Yes,,,,,,,,B,0,10,0,20,Yes,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:42:50,2022-09-19 05:44:23,IP Address,19,92,False,2022-09-26 05:52:05,R_1qUK5tB2Yxcl3GV,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,0,5,0,5,No difference,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:45:12,2022-09-19 05:45:45,IP Address,11,32,False,2022-09-26 05:52:55,R_pmD9btLl8ywpijD,anonymous,PT,1,I agree to participate in the research,"No difference ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 05:42:24,2022-09-19 05:46:58,IP Address,44,273,False,2022-09-26 05:53:39,R_2THLx8KLKNhhkbw,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,5,10,5,10,A,Yes,,No difference,5,5,10,10,No,"Strongly disagree

5
",2,2,No difference,Yes,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,r
2022-09-26 05:47:45,2022-09-26 06:03:00,IP Address,100,914,True,2022-09-26 06:03:00,R_2VlqpFp31pVDiUJ,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,5,"Strongly agree
1",4,"Strongly disagree
5",No,5,5,5,10,No difference,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,10,5,10,No,4,4,4,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",3,More than 102 €,I do not know,False,I do not know,Very serious,Female,19,Less than 5500 €,13,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-19 06:17:43,2022-09-19 06:24:33,IP Address,36,409,False,2022-09-26 06:24:39,R_3GCVLW6zgdPBUxL,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",,,,,,,,,,,,,,,,,B,7.5,10,7.5,10,No,3,3,3,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",1.5,,,,,,,,,,,,,r
2022-09-19 05:50:27,2022-09-19 06:40:50,IP Address,50,3023,False,2022-09-26 06:40:51,R_2ScVTrQDBxQedp9,anonymous,PT,1,I agree to participate in the research,A,,,,,,,,,,5,5,5,10,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,5,10,10,No,"Strongly agree

1
",3,4,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",2,,,,,,,,,,,,,r
2022-09-19 06:48:18,2022-09-19 06:56:10,IP Address,19,471,False,2022-09-26 06:56:12,R_1NaInrpqnOeMzJ6,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 06:59:46,2022-09-19 07:02:43,IP Address,25,176,False,2022-09-26 07:02:46,R_2rly8El12x3BI56,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,5,5,5,10,A,No,Consider it a gift and not pay for the coupon.,B,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 07:20:11,2022-09-19 07:21:31,IP Address,8,79,False,2022-09-26 07:21:36,R_1kFTVKIcNNqq7Pb,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 07:40:21,2022-09-19 07:48:08,IP Address,36,466,False,2022-09-26 07:48:13,R_2bZVJS1VSE4BmPi,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,5,5,5,10,No difference,No,Consider it a gift and not pay for the coupon.,A,,,,,,,,,A,No,Consider it a gift and not pay for the coupon.,3,,,,,,,,,,,,,r
2022-09-19 07:13:34,2022-09-19 07:51:07,IP Address,81,2253,False,2022-09-26 07:51:09,R_3FR6xA3kBSALmZs,anonymous,PT,1,I agree to participate in the research,A,5,10,10,15,4,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,Yes,Pay your friend 10 € for the coupon.,B,5,5,5,10,No,"Strongly agree

1
",4,"Strongly disagree

5
",B,Yes,Pay your friend 10 € for the coupon.,3,More than 102 €,Less than today,False,I do not know,Absolutely serious,,,,,,,,r
2022-09-19 08:07:42,2022-09-19 08:10:24,IP Address,19,161,False,2022-09-26 08:10:26,R_3MaNbZy0fkGB1j2,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,15,15,10,15,No,,,,,,,,,,,,,,,,,,,,r
2022-09-19 08:15:58,2022-09-19 08:17:22,IP Address,11,83,False,2022-09-26 08:17:24,R_1MJQDRzLdeB1fgS,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,No difference,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 08:18:19,2022-09-19 08:25:29,IP Address,58,430,False,2022-09-26 08:25:32,R_1IJYNwX6dxW1v3w,anonymous,PT,0.4000000059604645,I agree to participate in the research,A,0,5,0,10,3,,,,,5,5,5,10,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,10,10,10,Yes,2,4,4,B,Yes,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 08:47:31,2022-09-19 08:52:53,IP Address,17,322,False,2022-09-26 08:53:00,R_3q9ffszWTD5RhiE,anonymous,PT,1,I agree to participate in the research,A,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 09:03:38,2022-09-19 09:04:05,IP Address,3,26,False,2022-09-26 09:04:07,R_2P7104RwRb7522V,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 09:03:30,2022-09-19 09:07:24,IP Address,44,234,False,2022-09-26 09:07:29,R_2pQPuTbrhvSbjZR,anonymous,PT,1,I agree to participate in the research,A,2,5,2,10,5,3,2,2,No,5,6,5,10,A,Yes,Consider it a gift and not pay for the coupon.,,,,,,,,,,A,Yes,,,,,,,,,,,,,,,r
2022-09-19 09:09:52,2022-09-19 09:12:10,IP Address,22,138,False,2022-09-26 09:12:14,R_r39FWKN214RcO8p,anonymous,PT,0.4000000059604645,I agree to participate in the research,,,,,,,,,,,,,,,,,,No difference,,,,,,,,,No difference,Yes,Pay your friend 10 € for the coupon.,3,,,,,,,,,,,,,r
2022-09-19 09:18:22,2022-09-19 09:18:39,IP Address,8,17,False,2022-09-26 09:18:43,R_1I5gTdwbPKcGGS7,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 09:21:09,2022-09-19 09:21:24,Spam,3,14,False,2022-09-26 09:21:26,R_2uVzIM3lXIFNpPk,anonymous,PT,0.800000011920929,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
