"","subject","Gender","Age","Income","Education","Residence","Country","NativeLanguage","FinancialLiteracy","attention_check_grater_than_3","attention_check_grater_than_2","loi_lower_than_loiX0_33","native_language_is_country_language","coupon","response","numeric_income"
"13950","R_1o5CtDYdQpXdLAA","Female","40","More than 390000 SEK","16.5","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13951","R_2eWs9Y63tmYk0qT","Female","30","More than 390000 SEK","17","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13952","R_RgWNDIehXIKRYeR","Female","33","Less than 130000 SEK","12","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"13953","R_2PvCzhlGfwWvreF","Male","54","More than 390000 SEK","21","Norway","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",1,5
"13954","R_2y1osEsfyYrHHrp","Male","28","325000 SEK - 390000 SEK","15","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"13955","R_3nC3BNVZu2o60rx","Male","46","More than 390000 SEK","15","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"13956","R_24uankdJcQshgbu","Male","37","195000 SEK - 260000 SEK","19","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,2
"13957","R_2tGqVoKPNTHQGSV","Female","36","More than 390000 SEK","18","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",1,5
"13958","R_8vrIKCdInWvQNot","Female","47","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13959","R_2dXcInOC2vY6Dif","Female","47","More than 390000 SEK","16","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13960","R_06SGo8vLgB1VG2R","Female","37","Prefer not to answer","13","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,NA
"13961","R_1eFTzBBBJs5WL99","Female","29","More than 390000 SEK","17","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13962","R_yDPnWJVhY1RcFeF","Female","33","More than 390000 SEK","13","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13963","R_1g5ft1JtaFJ5NJe","Female","22","Prefer not to answer","12","Sweden","Sweden","Swedish",0,TRUE,TRUE,FALSE,TRUE,"free",1,NA
"13964","R_1rAKBcsycGF33MO","Male","42","More than 390000 SEK","16","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"13965","R_2UbfLBVWh2Krcti","Female","27","Less than 130000 SEK","9","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"13966","R_Y4ZO2mXAfgJxKSJ","Prefer not to say","37","325000 SEK - 390000 SEK","12","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"13967","R_33Ctnsh7Gym6DMA","Male","43","More than 390000 SEK","16","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13968","R_3Kr0KCzcrDOxSdE","Female","21","Less than 130000 SEK","3","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",1,0
"13969","R_uwFoyeoEQGruCqt","Male","53","More than 390000 SEK","17","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13970","R_2ash5npfrSefy8p","Female","21","Less than 130000 SEK","14","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"13971","R_2ZUorN34eejRaLz","Male","24","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13972","R_VJRiMYUdbbhtrxf","Male","31","195000 SEK - 260000 SEK","15.5","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"13973","R_24OUkJKVLa2AJnY","Male","24","Less than 130000 SEK","15","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"13974","R_1pYIZxYDecKvR6A","Female","45","More than 390000 SEK","1","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13975","R_0capjlN7zjiQNXj","Female","28","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13976","R_2pWaLV9n2xNkWTp","Male","25","More than 390000 SEK","12","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13977","R_29sr9nxj23SMuJU","Female","41","More than 390000 SEK","16","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",1,5
"13978","R_29b3qO6jfg1edih","Male","27","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13979","R_RwzXjil9QulgXct","Female","42","260000 SEK - 325000 SEK","11","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,3
"13980","R_1KlgZjoEt5ErvFP","Female","32","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13981","R_3oKHwIx4fLEOgtO","Female","31","More than 390000 SEK","17","Sweden","Sweden","Swedish",2,FALSE,TRUE,FALSE,TRUE,"free",0,5
"13982","R_2tEC2ogKjcnR5q9","Non-binary / third gender","33","325000 SEK - 390000 SEK","21","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,4
"13983","R_2cbwrfbWQhMdb33","Female","49","More than 390000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13984","R_ZmWstODKZ29CSyd","Female","34","325000 SEK - 390000 SEK","8","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",0,4
"13985","R_BR4f4cg8w6Hvzgt","Female","47","More than 390000 SEK","22","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13986","R_3dWIf3qegPf8hPo","Female","40","More than 390000 SEK","20","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13987","R_3gBGH3SI1nmc5gJ","Male","50","More than 390000 SEK","18","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",1,5
"13988","R_1HoaG1Q3PYnl1wB","Female","50","More than 390000 SEK","20","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"13989","R_1F4fxzQvlA3hp78","Female","33","More than 390000 SEK","17","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13990","R_QmKQmLufUKsNi5b","Female","56","More than 390000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"13991","R_1QniM22OT7PcwM4","Female","51","More than 390000 SEK","21","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"13992","R_1lbNIEIziGh6XBF","Male","42","More than 390000 SEK","21","Sweden","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"13993","R_3PGmTm0ImxF30Sy","Female","62","Prefer not to answer","20","Sweden","Sweden","Dutch",3,TRUE,TRUE,FALSE,FALSE,"free",0,NA
"13994","R_1g6CwWliMNL3NSj","Female","28","195000 SEK - 260000 SEK","18","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"13995","R_2VKkc23kXh3goaQ","Female","44","195000 SEK - 260000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"13996","R_2ClTNqHdWWsX6rL","Female","35","More than 390000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"13997","R_RKyoUw6o85r4Unv","Female","23","Less than 130000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"13998","R_2ux2gt589cApcvA","Female","30","Prefer not to answer","19","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"13999","R_2CkXfco5KCi6UUY","Male","30","Prefer not to answer","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"14000","R_2VDdtrzdC7MqORV","Female","33","325000 SEK - 390000 SEK","21","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,4
"14001","R_2wS0DZENex3AI7M","Female","38","More than 390000 SEK","16","Sweden","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"14002","R_AG0dk4cW7fHI797","Female","45","More than 390000 SEK","19","Sweden","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"14003","R_1QA6Dcz3xNDZUPM","Male","47","More than 390000 SEK","20","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14004","R_3I5hgrBHBLazshE","Female","52","More than 390000 SEK","20","Sweden","Sweden","Other",3,TRUE,TRUE,FALSE,FALSE,"free",0,5
"14005","R_3hni94MbFtVmUiJ","Female","47","More than 390000 SEK","21","Kenya","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14006","R_2UYPb9ic7fwWTHr","Male","35","130000 SEK - 195000 SEK","24","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14007","R_3Nyt5zDjtaNXCKC","Female","37","Prefer not to answer","20","Sweden","Sweden","Swedish",0,TRUE,TRUE,FALSE,TRUE,"free",1,NA
"14008","R_T5WEYaWQvQkztDP","Male","31","More than 390000 SEK","20","Sweden","Sweden","Swedish",4,FALSE,TRUE,FALSE,TRUE,"free",0,5
"14009","R_2TLaknZvBoA4t8k","Female","32","More than 390000 SEK","18","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14010","R_2t4Cd8N0KjlK7H4","Female","52","More than 390000 SEK","20","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14011","R_BJHxHw6UTcouCgV","Female","30","More than 390000 SEK","15","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",1,5
"14012","R_2YLpRyy50h9KEha","Female","28","More than 390000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14013","R_1H8IsHHWzCmRaHT","Female","40","More than 390000 SEK","21","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14014","R_6DpeF7Ox8VrlLdT","Female","27","260000 SEK - 325000 SEK","17","Sweden","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",0,3
"14015","R_1QrqD72wwIYSuUI","Female","41","More than 390000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14016","R_3EcAZgw41ZEm9v0","Female","29","Less than 130000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14017","R_NXAkYpg58bl398l","Female","48","260000 SEK - 325000 SEK","19.5","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,3
"14018","R_2150t4vKtkXailZ","Male","26","Less than 130000 SEK","4","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14019","R_1obhsDCy55vVS6j","Female","29","More than 390000 SEK","20","Sweden","Sweden","Russian",3,TRUE,TRUE,FALSE,FALSE,"free",0,5
"14020","R_3MffpOQcbKiuJeF","Female","43","130000 SEK - 195000 SEK","16.5","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14021","R_264sQKbvlRXamSX","Female","53","More than 390000 SEK","17","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",1,5
"14022","R_wN7Td4Utypvtk1b","Female","47","More than 390000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14023","R_2wAdeE4b2w6euMv","Female","56","Less than 130000 SEK","15","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14024","R_phKvmuE1LLoi9xf","Male","32","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"14025","R_3jTjMsVcJ71n3gw","Female","55","More than 390000 SEK","14","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14026","R_2YWxWcbQrZvuSiK","Female","42","325000 SEK - 390000 SEK","16","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"14027","R_1Ks7cw0nQaVB9Ph","Female","39","260000 SEK - 325000 SEK","18","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,3
"14028","R_3mlztM3XeURAd2K","Female","45","Prefer not to answer","18","Sweden","Sweden","Swedish",2,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"14029","R_1jV50CMhQU7QT9U","Female","24","325000 SEK - 390000 SEK","16","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",1,4
"14030","R_3hoou4KmlstLE2R","Male","27","325000 SEK - 390000 SEK","5","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,4
"14031","R_3JIxyhk0l4cW40c","Male","37","More than 390000 SEK","15","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14032","R_2c1xyHENk1ItQ6u","Male","25","325000 SEK - 390000 SEK","15","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"14033","R_Q0bJySKgqeQBD8t","Male","22","195000 SEK - 260000 SEK","14","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"14034","R_1rcuSpiftH7iBZG","Male","25","130000 SEK - 195000 SEK","5","Sweden","Sweden","English",2,FALSE,TRUE,FALSE,FALSE,"free",0,1
"14035","R_1Pb0Zy5JQFRKKb9","Male","28","Less than 130000 SEK","20","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14036","R_25Fot0WfMFrKsO3","Female","37","More than 390000 SEK","20","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14037","R_2SJEsvbCOCJ4fiU","Male","21","Less than 130000 SEK","13","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14038","R_2rqkHnA1sdkBeou","Non-binary / third gender","29","Less than 130000 SEK","17","Sweden","Sweden","German",2,TRUE,TRUE,FALSE,FALSE,"free",0,0
"14039","R_vivqG4fB2wx4OnT","Female","47","260000 SEK - 325000 SEK","20","Sweden","Sweden","Russian",3,TRUE,TRUE,FALSE,FALSE,"free",0,3
"14040","R_WAps3D1JjKBhH6p","Female","25","Less than 130000 SEK","16","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14041","R_zeaqhR7YCQKclMd","Female","42","Less than 130000 SEK","15","Sweden","Sweden","Other",1,TRUE,TRUE,FALSE,FALSE,"free",0,0
"14042","R_21cCevnyXpuBpye","Female","22","Less than 130000 SEK","16","Sweden","Sweden","French",1,TRUE,TRUE,FALSE,FALSE,"free",0,0
"14043","R_1eyJllJheP0UTWR","Female","26","130000 SEK - 195000 SEK","16","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14044","R_9TTnB5aTJsgcca5","Male","24","130000 SEK - 195000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14045","R_cTjV1CSEWMBGAmt","Female","22","Less than 130000 SEK","5","Sweden","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",0,0
"14046","R_0j6gIACSzAaarzb","Male","24","More than 390000 SEK","15","Sweden","Sweden","Swedish",4,FALSE,TRUE,FALSE,TRUE,"free",0,5
"14047","R_1HbF5YONe6L4N54","Male","24","130000 SEK - 195000 SEK","15","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14048","R_3nkItU3FWUyRc3w","Male","26","260000 SEK - 325000 SEK","15","Sweden","Sweden","Dutch",3,TRUE,TRUE,FALSE,FALSE,"free",0,3
"14049","R_1IWeubFaTXqKlCM","Female","26","130000 SEK - 195000 SEK","16","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14050","R_sthyGHGZkc2xSmZ","Female","44","Prefer not to answer","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"14051","R_3qIhqGnbJ6fSVC9","Female","23","Less than 130000 SEK","16","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14052","R_32XR2IGLIT4JCQA","Male","29","More than 390000 SEK","17","Sweden","Sweden","Swedish",4,FALSE,TRUE,FALSE,TRUE,"free",1,5
"14053","R_u3WLGOFv7BWzcSl","Male","25","325000 SEK - 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"14054","R_3R8aaSUgELjSkdx","Female","21","130000 SEK - 195000 SEK","13","Sweden","Sweden","Russian",4,TRUE,TRUE,FALSE,FALSE,"free",0,1
"14055","R_1mXcyujo8QdvHDJ","Male","27","260000 SEK - 325000 SEK","17","Sweden","Sweden","Spanish",2,TRUE,TRUE,FALSE,FALSE,"free",0,3
"14056","R_3lGpUddHfewioHy","Female","20","325000 SEK - 390000 SEK","13","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"14057","R_2tmL8ER11jrb1Qt","Female","24","325000 SEK - 390000 SEK","16","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"14058","R_ptN0tvJ6GSDDIk1","Female","32","More than 390000 SEK","17","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",1,5
"14059","R_8vPkLUgFEw1cGf7","Male","42","Less than 130000 SEK","17","Sweden","Sweden","English",2,TRUE,TRUE,FALSE,FALSE,"free",1,0
"14060","R_3NJtVdGzhshPcdp","Male","29","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14061","R_2dyGIxK3OzHCnYq","Female","31","More than 390000 SEK","18","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14062","R_tMKwzZ06eCNcGyJ","Female","29","Less than 130000 SEK","17","Japan","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14063","R_1CpvBDPx8XSpHh0","Male","31","260000 SEK - 325000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,3
"14064","R_3D7nvqiDueZ7QB5","Female","34","More than 390000 SEK","20","Sweden","Sweden","English",3,FALSE,TRUE,FALSE,FALSE,"free",0,5
"14065","R_22GnaxmxE8Msncy","Female","23","195000 SEK - 260000 SEK","16","Sweden","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",0,2
"14066","R_RyFL5VjYzB1BgpH","Male","30","195000 SEK - 260000 SEK","16","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"14067","R_2OPDNtQmZY7wYSZ","Male","19","Prefer not to answer","14","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"14068","R_0UqrLYXNsCVFDMZ","Female","22","Less than 130000 SEK","13","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14069","R_1K3J9GAUUKmJxRp","Male","29","195000 SEK - 260000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"14070","R_1OvmF0umo9rnUrT","Female","22","130000 SEK - 195000 SEK","14","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14071","R_1GCvwAc5du5Y1Ir","Male","20","130000 SEK - 195000 SEK","14","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14072","R_22XFifB2GlMrA8z","Female","20","130000 SEK - 195000 SEK","14","Sweden","Sweden","Swedish",2,FALSE,TRUE,FALSE,TRUE,"free",0,1
"14073","R_114QIyivfWcn1Un","Female","22","195000 SEK - 260000 SEK","14","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"14074","R_4UUtAIb3dUDeBWx","Female","20","Less than 130000 SEK","14","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14075","R_w5EwxTEV7FH1RwB","Male","36","More than 390000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"14076","R_rptHAgDCbyvLT6V","Male","26","Less than 130000 SEK","19","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14077","R_2WII3Oxco9u6BHJ","Female","20","130000 SEK - 195000 SEK","13","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14078","R_6EgrfDojW9c6Xlf","Female","23","130000 SEK - 195000 SEK","14","France","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14079","R_2zBUzR2gVXec9DV","Male","30","Less than 130000 SEK","12","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,0
"14080","R_Xhuxcp6TqivrHsR","Male","28","More than 390000 SEK","17","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14081","R_12R41PCyUcFwZZz","Female","30","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"14082","R_3EgThwBttL42g40","Female","48","More than 390000 SEK","18","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",1,5
"14083","R_1LgIbUuZ0fX1ZKx","Male","31","More than 390000 SEK","22","Sweden","Sweden","Swedish",4,FALSE,TRUE,FALSE,TRUE,"free",1,5
"14084","R_1ifJ7T4NzQ4Zteu","Male","44","195000 SEK - 260000 SEK","22","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,2
"14085","R_1QK5HFjUXVzzggd","Female","33","260000 SEK - 325000 SEK","16","Sweden","Sweden","Italian",2,TRUE,TRUE,FALSE,FALSE,"free",0,3
"14086","R_1msX7OR6dzaB8qo","Female","33","More than 390000 SEK","17.5","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14087","R_3dLfeSPlReGxyPg","Female","43","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14088","R_2CsrFEMWKwp5JIR","Male","36","More than 390000 SEK","30","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14089","R_3FIPHUdoJWoH1vC","Female","43","More than 390000 SEK","15.5","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14090","R_2cjYPWgdeCAa4vH","Female","21","Less than 130000 SEK","15","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14091","R_sRx5XSHH4AeQrAt","Female","45","195000 SEK - 260000 SEK","14","Sweden","Sweden","Other",1,FALSE,TRUE,FALSE,FALSE,"free",1,2
"14092","R_3lVnVYbAEtex8M5","Male","30","More than 390000 SEK","21","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"14093","R_1B8bdr0r09Q80Sd","Male","33","260000 SEK - 325000 SEK","22","Sweden","Sweden","Chinese",3,TRUE,TRUE,FALSE,FALSE,"free",1,3
"14094","R_1Ky9fad1lWIGzIZ","Male","24","Less than 130000 SEK","16","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14095","R_25uyIh6ZdaM3Pfv","Female","29","195000 SEK - 260000 SEK","5","Sweden","Sweden","Swedish",3,FALSE,TRUE,FALSE,TRUE,"free",0,2
"14096","R_28YVWhBkLPPKboY","Female","20","195000 SEK - 260000 SEK","13","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",1,2
"14097","R_3shIunrdPvXNaQx","Female","33","More than 390000 SEK","15","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14098","R_3Q0svK2ulKUg71I","Female","33","325000 SEK - 390000 SEK","12","Sweden","Sweden","Swedish",0,FALSE,TRUE,FALSE,TRUE,"free",0,4
"14099","R_6PTRhgKlLxG3uGR","Female","31","195000 SEK - 260000 SEK","4","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"14100","R_3nT3RDrpx3cWliT","Male","23","Less than 130000 SEK","16","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14101","R_sR0Irqv9hrgulYR","Female","34","325000 SEK - 390000 SEK","19.5","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,4
"14102","R_2s6ftHASakkbvIH","Female","51","260000 SEK - 325000 SEK","19","Sweden","Sweden","English",4,TRUE,TRUE,FALSE,FALSE,"free",0,3
"14103","R_2woeMjaLYjFLz3s","Male","32","260000 SEK - 325000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,3
"14104","R_2fIlvxqVQ3xQFdM","Female","50","More than 390000 SEK","19","Sweden","Sweden","Swedish",1,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14105","R_3OiNxT59jbyJdId","Male","23","260000 SEK - 325000 SEK","16","Sweden","Sweden","Swedish",4,TRUE,TRUE,FALSE,TRUE,"free",0,3
"14106","R_20VDU8OwnfHaZHS","Male","34","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"14107","R_3kLdB5BJu9tphNk","Male","29","130000 SEK - 195000 SEK","15","Sweden","Sweden","Swedish",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"14108","R_sNmP0VGg33nmpRD","Male","23","Less than 130000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14109","R_20OLwSWb1UVd07x","Female","25","Less than 130000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14110","R_O6AFe1ALMwq5N3b","Male","26","Less than 130000 SEK","18","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"14111","R_2XaLzyJtTkJGCis","Female","29","Less than 130000 SEK","3","Sweden","Sweden","Spanish",0,TRUE,TRUE,FALSE,FALSE,"free",0,0
"14112","R_2V4KtOEZtphxb6x","Female","37","More than 390000 SEK","16","Sweden","Sweden","Spanish",2,TRUE,TRUE,FALSE,FALSE,"free",1,5
"14113","R_2w4Wze36XIEDNpv","Female","29","More than 390000 SEK","17","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"14114","R_1kOzoepxiyGazcT","Male","25","130000 SEK - 195000 SEK","15","Sweden","Sweden","Swedish",3,TRUE,TRUE,FALSE,TRUE,"free",1,1
