StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing
2022-10-10 07:38:16,2022-10-10 07:48:28,IP Address,100,612,True,2022-10-10 07:48:29,R_2rvlmREOi00drol,anonymous,ZH-S,I agree to participate in the research,A,0,15,0,30,20,2,"Strongly disagree

5
",2,Yes,0,15,0,30,A,Yes,Consider it a gift and not pay for the coupon.,B,0,20,0,25,Yes,2,"Strongly disagree

5
",4,B,Yes,Consider it a gift and not pay for the coupon.,10,More than ￥1020,Less than today,I do not know,I do not know,Very serious,Female,23,￥37500 - ￥45000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 08:05:35,2022-10-10 08:16:32,IP Address,100,657,True,2022-10-10 08:16:33,R_1GEyHGnixkqlfrJ,anonymous,ZH-S,I agree to participate in the research,B,5,8,10,18,50,4,4,"Strongly disagree

5
",Yes,5,8,10,18,B,No,Consider it a gift and not pay for the coupon.,A,10,15,20,30,Yes,4,4,"Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,26,Less than ￥15000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 09:46:21,2022-10-10 09:57:44,IP Address,100,683,True,2022-10-10 09:57:45,R_24jw8l7GpN0bxU0,anonymous,ZH-S,I agree to participate in the research,A,0,20,0,30,100,4,2,"Strongly agree

1
",No,10,20,20,30,A,Yes,Consider it a gift and not pay for the coupon.,A,20,30,20,30,No,3,4,"Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,50,More than ￥1020,Less than today,False,They collapse,Very serious,Female,22,More than ￥45000,16,United Kingdom of Great Britain and Northern Ireland,Chinese,I allow you to use the responses I provided in this study.
2022-10-03 11:36:34,2022-10-03 11:36:39,IP Address,6,4,False,2022-10-10 11:36:44,R_2f28ObiV5nYeRYe,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 13:54:34,2022-10-03 13:54:40,IP Address,6,6,False,2022-10-10 13:54:43,R_cOv9493nCMXhu7L,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 19:22:13,2022-10-10 19:30:50,IP Address,100,516,True,2022-10-10 19:30:50,R_893FaxBS4mJatCp,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,500,3,3,"Strongly agree

1
",No,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,A,0,20,0,20,No,"Strongly disagree

5
",2,"Strongly agree

1
",B,No,Consider it a gift and not pay for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Very serious,Female,26,￥15000 - ￥22000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 19:44:11,2022-10-10 19:56:04,IP Address,100,713,True,2022-10-10 19:56:06,R_3npAL327IW1zAYp,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,20,3,3,3,Yes,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,0,10,0,20,Yes,3,3,3,B,Yes,Consider it a gift and not pay for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Moderately serious,Male,26,Less than ￥15000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 20:19:18,2022-10-10 20:26:36,IP Address,100,437,True,2022-10-10 20:26:37,R_2tD7TfxYvmlZI9z,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,30,5,4,4,2,Yes,10,20,20,30,A,Yes,Consider it a gift and not pay for the coupon.,B,10,20,20,30,Yes,"Strongly disagree

5
",4,3,A,Yes,Consider it a gift and not pay for the coupon.,5,More than ￥1020,More than today,True,There is no relationship,Slightly serious,Male,26,￥22000 - ￥30000,14,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 20:20:46,2022-10-10 20:31:06,IP Address,100,619,True,2022-10-10 20:31:06,R_2s0IGYFEALwzzkC,anonymous,ZH-S,I agree to participate in the research,"No difference ",5,10,10,20,50,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",No,10,20,10,30,No difference,Yes,Pay your friend ￥20 for the coupon.,B,20,50,20,50,No,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Very serious,Female,21,￥15000 - ￥22000,12,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 20:19:38,2022-10-10 20:40:31,IP Address,100,1253,True,2022-10-10 20:40:33,R_24Pier5wU9twmtg,anonymous,ZH-S,I agree to participate in the research,A,10,10,10,20,15,"Strongly agree

1
","Strongly disagree

5
",2,No,10,15,20,25,A,Yes,Consider it a gift and not pay for the coupon.,B,20,20,20,25,No,3,3,"Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,8,More than ￥1020,I do not know,False,I do not know,Moderately serious,Female,21,Prefer not to answer,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 20:36:52,2022-10-10 20:45:28,IP Address,100,516,True,2022-10-10 20:45:28,R_24IZkjckNfqBYbE,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
",4,3,No,0,10,0,10,B,Yes,Consider it a gift and not pay for the coupon.,B,0,10,0,20,No,"Strongly agree

1
",3,3,B,Yes,Consider it a gift and not pay for the coupon.,50,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,22,Prefer not to answer,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 20:59:59,2022-10-10 21:06:44,IP Address,100,405,True,2022-10-10 21:06:46,R_29cOJEjQiMGY09R,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,4,"Strongly disagree

5
","Strongly agree

1
",No,0,10,0,20,No difference,Yes,Pay your friend ￥20 for the coupon.,B,0,10,0,20,No,4,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,20,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 20:58:47,2022-10-10 21:11:18,IP Address,100,750,True,2022-10-10 21:11:20,R_3nBnUQopBI7RvsJ,anonymous,ZH-S,I agree to participate in the research,A,5,20,20,30,15,3,"Strongly disagree

5
",3,Yes,5,10,20,30,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,20,20,30,Yes,3,4,4,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",15,Less than ￥1020,I do not know,False,I do not know,Very serious,Male,20,￥15000 - ￥22000,13,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 21:00:25,2022-10-10 21:18:48,IP Address,100,1102,True,2022-10-10 21:18:50,R_1n8SB1XKL1RJxUf,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,15,15,30,50,3,3,3,No,5,10,15,20,B,Yes,Consider it a gift and not pay for the coupon.,A,15,40,20,30,No,4,2,4,B,Yes,Consider it a gift and not pay for the coupon.,30,More than ￥1020,Less than today,False,They collapse,Moderately serious,Non-binary / third gender,22,Prefer not to answer,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 01:18:21,2022-10-10 21:23:39,IP Address,100,590717,True,2022-10-10 21:23:39,R_10De5gl0Fn2YfHr,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,30,"Strongly agree

1
",2,"Strongly agree

1
",Yes,10,12,20,25,A,No,Pay your friend ￥20 for the coupon.,B,20,20,20,20,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,26,￥15000 - ￥22000,18.5,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 21:34:23,2022-10-10 21:45:07,IP Address,100,643,True,2022-10-10 21:45:07,R_2EiQ92k3RLniKUL,anonymous,ZH-S,I agree to participate in the research,B,10,15,20,25,5,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,15,20,25,No difference,Yes,Pay your friend ￥20 for the coupon.,B,10,30,20,35,No,3,"Strongly disagree

5
",2,B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,I do not know,I do not know,Very serious,Male,24,￥15000 - ￥22000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 22:17:31,2022-10-10 22:23:17,IP Address,100,345,True,2022-10-10 22:23:18,R_XTYAVR2x4ogkdH3,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,40,"Strongly agree

1
","Strongly agree

1
",2,Yes,0,10,0,10,No difference,No,Pay your friend ￥20 for the coupon.,B,0,20,0,20,Yes,4,"Strongly agree

1
",4,A,Yes,Pay your friend ￥20 for the coupon.,40,More than ￥1020,I do not know,False,I do not know,Absolutely serious,Female,24,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-03 22:41:47,2022-10-03 22:49:36,IP Address,49,468,False,2022-10-10 22:49:38,R_2TvIYqsjcpCos0y,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,18,20,25,30,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,18,20,25,30,No,3,"Strongly disagree

5
","Strongly agree

1
",B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",5,,,,,,,,,,,,
2022-10-10 22:55:11,2022-10-10 23:03:57,IP Address,100,526,True,2022-10-10 23:03:58,R_3HIIqtITjw4txY7,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
",4,2,Yes,10,15,15,20,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,15,15,20,Yes,"Strongly disagree

5
",4,2,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",10,More than ￥1020,Less than today,I do not know,They remain unchanged,Absolutely serious,Female,21,￥15000 - ￥22000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-10 22:43:48,2022-10-10 23:04:56,IP Address,100,1268,True,2022-10-10 23:04:57,R_psfVTDENW7vTujn,anonymous,ZH-S,I agree to participate in the research,B,0,10,10,20,38,2,4,2,Yes,10,10,15,20,No difference,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,20,20,No,3,4,2,No difference,No,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,20,Less than ￥15000,14,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-11 01:20:15,2022-10-11 01:29:32,IP Address,100,557,True,2022-10-11 01:29:33,R_cZLjfzciGWgfcmR,anonymous,ZH-S,I agree to participate in the research,A,10,10,20,20,18,2,"Strongly disagree

5
","Strongly disagree

5
",Yes,10,15,20,25,A,Yes,Pay your friend ￥20 for the coupon.,A,20,25,20,25,Yes,2,"Strongly disagree

5
","Strongly agree

1
",B,No,Pay your friend ￥20 for the coupon.,5,More than ￥1020,I do not know,False,I do not know,Absolutely serious,Female,24,￥15000 - ￥22000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 01:07:49,2022-10-04 01:30:51,IP Address,37,1381,False,2022-10-11 01:30:55,R_3rGvR4MoenS7YiI,anonymous,ZH-S,I agree to participate in the research,"No difference ",,,,,,,,,,10,20,10,20,No difference,Yes,Consider it a gift and not pay for the coupon.,B,20,20,20,30,No,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",,,,,,,,,,,,,,,,
2022-10-04 02:11:32,2022-10-04 02:12:26,IP Address,9,54,False,2022-10-11 02:12:31,R_1Dr2y2PkNI5Xvmm,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11 02:26:59,2022-10-11 02:37:56,IP Address,100,657,True,2022-10-11 02:37:57,R_2TLC9nn9c0yNBFp,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,20,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",Yes,10,10,20,20,No difference,Yes,Pay your friend ￥20 for the coupon.,A,10,20,20,20,Yes,4,4,4,B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Female,22,￥30000 - ￥37500,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 01:17:39,2022-10-04 03:04:56,IP Address,54,6437,False,2022-10-11 03:05:03,R_339G6L7YeBTGRXO,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,20,"Strongly disagree

5
","Strongly agree

1
","Strongly disagree

5
",Yes,10,10,10,10,,,,B,0,20,0,20,Yes,"Strongly agree

1
","Strongly agree

1
",3,B,Yes,Consider it a gift and not pay for the coupon.,20,,,,,,,,,,,,
2022-10-11 03:20:07,2022-10-11 03:45:41,IP Address,100,1534,True,2022-10-11 03:45:42,R_XYCgjd1N8AKgurv,anonymous,ZH-S,I agree to participate in the research,B,10,18,20,30,30,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,20,20,39,A,Yes,Pay your friend ￥20 for the coupon.,B,20,26,20,30,Yes,3,"Strongly disagree

5
",3,B,Yes,Pay your friend ￥20 for the coupon.,12,More than ￥1020,Less than today,False,They collapse,Very serious,Female,20,￥22000 - ￥30000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 05:09:44,2022-10-04 05:09:53,IP Address,6,9,False,2022-10-11 05:09:59,R_aeCH67oI1wKWPqp,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04 06:57:32,2022-10-04 06:57:55,IP Address,3,22,False,2022-10-11 07:37:37,R_3RvAVs8jSMSCOFw,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04 09:12:58,2022-10-04 09:17:38,IP Address,49,280,False,2022-10-11 09:17:40,R_1C2yzPpQ44KNqt2,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,10,10,20,20,A,Yes,Consider it a gift and not pay for the coupon.,A,20,20,20,20,Yes,4,4,2,B,Yes,Consider it a gift and not pay for the coupon.,5,,,,,,,,,,,,
2022-10-12 21:00:10,2022-10-12 21:11:26,IP Address,100,675,True,2022-10-12 21:11:27,R_3dWjkcsG3TLuBCj,anonymous,ZH-S,I agree to participate in the research,A,0,10,10,20,6,"Strongly agree

1
",4,4,Yes,10,10,20,20,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",A,15,20,20,20,Yes,"Strongly agree

1
",4,4,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",4,More than ￥1020,Less than today,False,They collapse,Very serious,Female,21,￥30000 - ￥37500,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-13 01:06:25,2022-10-13 01:08:19,IP Address,100,113,True,2022-10-13 01:08:20,R_1gHFjUWjNaAsYAr,anonymous,ZH-S,I agree to participate in the research,A,1,2,1,2,2,"Strongly agree

1
","Strongly agree

1
",2,Yes,2,2,2,2,A,Yes,Pay your friend ￥20 for the coupon.,A,2,2,2,2,Yes,"Strongly agree

1
","Strongly agree

1
",2,A,Yes,Pay your friend ￥20 for the coupon.,1,Exactly ￥1020,Exactly the same as today,I do not know,There is no relationship,Absolutely serious,Male,2,￥22000 - ￥30000,2,Antigua and Barbuda,European Portuguese,"I do NOT allow you to use the responses I provided in this study, and I want them to be deleted."
2022-10-08 07:19:08,2022-10-13 02:44:31,IP Address,100,415523,True,2022-10-13 02:44:32,R_1ISeM3tPUjft2Wk,anonymous,ZH-S,I agree to participate in the research,B,5,8,5,10,50,"Strongly agree

1
",3,2,Yes,5,10,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,8,5,10,Yes,"Strongly agree

1
",3,2,B,Yes,Consider it a gift and not pay for the coupon.,50,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Female,30,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-06 09:56:04,2022-10-06 10:05:06,IP Address,49,542,False,2022-10-13 10:05:15,R_ZmEqnQPZ9PaP505,anonymous,ZH-S,I agree to participate in the research,A,5,12,15,25,10,2,2,"Strongly agree

1
",Yes,,,,,,,,No difference,8,12,20,25,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly disagree

5
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",50,,,,,,,,,,,,
2022-10-14 01:34:40,2022-10-14 01:46:54,IP Address,100,734,True,2022-10-14 01:46:55,R_0lz3aqqgWzgcuyd,anonymous,ZH-S,I agree to participate in the research,B,10,20,20,40,40,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,20,20,40,B,Yes,Pay your friend ￥20 for the coupon.,B,10,20,20,40,No,"Strongly disagree

5
",3,"Strongly disagree

5
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,30,Prefer not to answer,22,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-15 13:04:16,2022-10-15 13:12:47,IP Address,100,511,True,2022-10-15 13:12:48,R_2y2DdP0mo0r5PUh,anonymous,ZH-S,I agree to participate in the research,A,10,100,20,100,50,2,"Strongly agree

1
","Strongly agree

1
",Yes,10,100,20,100,A,No,Consider it a gift and not pay for the coupon.,A,10,100,20,100,Yes,"Strongly agree

1
",2,"Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,50,Less than ￥1020,I do not know,I do not know,I do not know,Not serious at all,Female,25,Less than ￥15000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-08 22:14:59,2022-10-08 22:15:18,IP Address,6,18,False,2022-10-15 22:15:20,R_3J8c8Ycn5uDC3k3,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15 23:42:40,2022-10-16 00:07:00,IP Address,100,1459,True,2022-10-16 00:07:00,R_3GcyttAZU03UxdG,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,15,2,4,2,Yes,0,10,0,20,B,Yes,Pay your friend ￥20 for the coupon.,B,0,10,0,20,Yes,2,4,2,B,No,Pay your friend ￥20 for the coupon.,5,More than ￥1020,I do not know,True,They collapse,Absolutely serious,Female,26,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:21:02,2022-10-16 00:23:43,IP Address,100,161,True,2022-10-16 00:23:44,R_5alVe2YGzNb6dOh,anonymous,ZH-S,I agree to participate in the research,A,10,10,10,10,50,"Strongly disagree

5
",4,4,Yes,20,30,30,50,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,100,25,Yes,"Strongly disagree

5
","Strongly disagree

5
",2,A,Yes,Consider it a gift and not pay for the coupon.,10,Less than ￥1020,Less than today,False,They collapse,Absolutely serious,Male,25,￥15000 - ￥22000,1,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:21:46,2022-10-16 00:28:17,IP Address,100,391,True,2022-10-16 00:28:17,R_1jGJJvuwpxVLzza,anonymous,ZH-S,I agree to participate in the research,"No difference ",5,15,10,30,100,2,2,"Strongly agree

1
",No,0,10,0,25,No difference,No,Consider it a gift and not pay for the coupon.,No difference,0,15,0,30,No,2,4,3,B,Yes,Consider it a gift and not pay for the coupon.,10,More than ￥1020,Less than today,True,They collapse,Absolutely serious,Male,30,￥30000 - ￥37500,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:22:28,2022-10-16 00:31:07,IP Address,100,519,True,2022-10-16 00:31:08,R_3s5rIIAzQUAVXLP,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,20,20,30,10,4,2,"Strongly agree

1
",No,10,20,20,30,A,Yes,Pay your friend ￥20 for the coupon.,B,10,20,20,30,Yes,4,2,"Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,True,They collapse,Absolutely serious,Male,35,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:30:16,2022-10-16 00:36:14,IP Address,100,357,True,2022-10-16 00:36:15,R_1lAUntfvCVLNpja,anonymous,ZH-S,I agree to participate in the research,A,15,20,30,40,10,2,3,2,Yes,15,20,25,38,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,25,30,25,30,Yes,2,3,2,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",21,Exactly ￥1020,Exactly the same as today,True,They remain unchanged,Absolutely serious,Male,34,￥15000 - ￥22000,12,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:28:48,2022-10-16 00:36:14,IP Address,100,445,True,2022-10-16 00:36:16,R_C4CeJ3m4npV5i93,anonymous,ZH-S,I agree to participate in the research,A,5,20,10,40,10,"Strongly agree

1
","Strongly disagree

5
",2,Yes,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,B,5,15,10,30,Yes,3,4,"Strongly disagree

5
",B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",5,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,28,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:31:18,2022-10-16 00:37:39,IP Address,100,381,True,2022-10-16 00:37:40,R_1pS5kUhnAQbLAlv,anonymous,ZH-S,I agree to participate in the research,B,8,9,20,30,100,"Strongly agree

1
",4,3,Yes,15,20,20,25,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",A,3,3,50,80,Yes,"Strongly agree

1
",4,4,A,No,Consider it a gift and not pay for the coupon.,80,I do not know,Exactly the same as today,False,They collapse,Absolutely serious,Prefer not to say,25,￥37500 - ￥45000,6,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:28:41,2022-10-16 00:38:28,IP Address,100,586,True,2022-10-16 00:38:29,R_11gZZD1C5XkyAI0,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,10,"Strongly agree

1
",2,3,Yes,20,20,20,20,A,Yes,Pay your friend ￥20 for the coupon.,B,20,20,20,20,Yes,"Strongly agree

1
",3,"Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,True,They collapse,Absolutely serious,Female,26,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:26:59,2022-10-16 00:39:36,IP Address,100,756,True,2022-10-16 00:39:36,R_3PBqjYKy2VoYpLL,anonymous,ZH-S,I agree to participate in the research,A,10,10,20,20,15,2,"Strongly agree

1
","Strongly agree

1
",No,10,10,20,20,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,10,20,20,No,2,2,2,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",15,More than ￥1020,I do not know,I do not know,There is no relationship,Absolutely serious,Female,47,Less than ￥15000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:37:02,2022-10-16 00:39:38,IP Address,100,156,True,2022-10-16 00:39:39,R_3RvAe0vcRdTw8YA,anonymous,ZH-S,I agree to participate in the research,"No difference ",8,5,5,5,8,3,2,2,Yes,10,10,20,20,B,Yes,Consider it a gift and not pay for the coupon.,B,4,5,6,6,Yes,4,4,3,B,Yes,Consider it a gift and not pay for the coupon.,5,Exactly ￥1020,Exactly the same as today,False,There is no relationship,Absolutely serious,Female,28,Less than ￥15000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:42:59,2022-10-16 00:46:42,IP Address,100,222,True,2022-10-16 00:46:43,R_2zbFEiRdT34JDmI,anonymous,ZH-S,I agree to participate in the research,A,100,1000,50,6000,0,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",Yes,50,500,30,100,A,Yes,Pay your friend ￥20 for the coupon.,A,100,500,20,100,Yes,2,2,4,A,Yes,Pay your friend ￥20 for the coupon.,0,More than ￥1020,More than today,True,They collapse,Absolutely serious,Non-binary / third gender,66,Less than ￥15000,8,Bosnia and Herzegovina,Afrikaans,I allow you to use the responses I provided in this study.
2022-10-16 00:41:48,2022-10-16 00:46:44,IP Address,100,295,True,2022-10-16 00:46:44,R_7UlAGpELA5W9g8p,anonymous,ZH-S,I agree to participate in the research,A,10,15,20,25,5,3,4,4,Yes,10,15,20,25,A,Yes,Consider it a gift and not pay for the coupon.,A,10,15,20,25,Yes,3,4,4,B,Yes,Consider it a gift and not pay for the coupon.,5,I do not know,I do not know,I do not know,I do not know,Absolutely serious,Male,21,More than ￥45000,14,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:43:38,2022-10-16 00:49:04,IP Address,100,325,True,2022-10-16 00:49:04,R_2rD6yVsLtQHZjuQ,anonymous,ZH-S,I agree to participate in the research,A,0,20,0,50,200,2,"Strongly disagree

5
",2,Yes,10,20,20,50,A,No,Consider it a gift and not pay for the coupon.,A,10,20,20,30,No,3,"Strongly disagree

5
",2,No difference,No,Consider it a gift and not pay for the coupon.,10,More than ￥1020,Less than today,False,They remain unchanged,Absolutely serious,Male,31,More than ￥45000,12,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:42:55,2022-10-16 00:49:38,IP Address,100,403,True,2022-10-16 00:49:38,R_22R0kHw5gKyavJI,anonymous,ZH-S,I agree to participate in the research,A,88,55,26,32,25,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",Yes,6,3,5,8,A,Yes,Pay your friend ￥20 for the coupon.,A,5,6,8,7,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,25,More than ￥1020,Exactly the same as today,True,They collapse,Absolutely serious,Male,35,Less than ￥15000,6,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:43:40,2022-10-16 00:49:42,IP Address,100,362,True,2022-10-16 00:49:42,R_bwlvl3lQtCQcnw5,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,10,20,20,20,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",Yes,10,10,20,20,No difference,Yes,Consider it a gift and not pay for the coupon.,B,10,10,20,20,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",A,Yes,Consider it a gift and not pay for the coupon.,20,Exactly ￥1020,Less than today,True,They remain unchanged,Absolutely serious,Female,29,￥22000 - ￥30000,12,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:49:02,2022-10-16 00:56:51,IP Address,100,468,True,2022-10-16 00:56:51,R_1gGPvLChPxQKCpt,anonymous,ZH-S,I agree to participate in the research,A,10,13,20,26,15,2,2,3,Yes,10,13,20,26,No difference,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,13,20,26,Yes,2,2,2,No difference,No,"Pay some, but not the full amount for the coupon (for example, half the price).",20,Exactly ￥1020,More than today,True,They remain unchanged,Absolutely serious,Male,30,￥37500 - ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
